name,mbid,url,image_small,image
Various Artists,f70d1c4b-b91b-44ae-aea3-512275bf0df3,https://www.last.fm/music/Various+Artists,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
<Artista Desconhecido>,,https://www.last.fm/music/%3CArtista+Desconhecido%3E,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artist vs. Poet,ed426a89-d522-4ca5-8c6b-d7910e084446,https://www.last.fm/music/Artist+vs.+Poet,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
<Artista desconocido>,,https://www.last.fm/music/%3CArtista+desconocido%3E,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artist Vs Poet,,https://www.last.fm/music/Artist+Vs+Poet,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Barney Artist,c3765eb4-2510-4e6e-ba7e-31d7c35096b7,https://www.last.fm/music/Barney+Artist,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artista desconhecido,,https://www.last.fm/music/Artista+desconhecido,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Nature Sounds Artists,,https://www.last.fm/music/Nature+Sounds+Artists,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Kwe The Artist,,https://www.last.fm/music/Kwe+The+Artist,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Varios Artistas,,https://www.last.fm/music/Varios+Artistas,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artista sconosciuto,,https://www.last.fm/music/Artista+sconosciuto,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Rest & Relax Nature Sounds Artists,,https://www.last.fm/music/Rest+&+Relax+Nature+Sounds+Artists,,
Artists For Haiti,5cb35548-f9a7-465a-bdfd-f484af1be5c8,https://www.last.fm/music/Artists+For+Haiti,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Adeem the Artist,,https://www.last.fm/music/Adeem+the+Artist,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Blandade artister,,https://www.last.fm/music/Blandade+artister,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artists Stand Up To Cancer,7b7ff1b1-4eb1-41fc-9468-39759fcc909b,https://www.last.fm/music/Artists+Stand+Up+To+Cancer,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Ningún artista,,https://www.last.fm/music/Ning%C3%BAn+artista,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artists group,,https://www.last.fm/music/Artists+group,,
Artist Of The Year,b29a72b5-e8ef-498d-b70f-36cd4b041ff6,https://www.last.fm/music/Artist+Of+The+Year,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
"Artists Of Then, Now & Forever",,"https://www.last.fm/music/Artists+Of+Then,+Now+&+Forever",https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
New Artist Spotlight,,https://www.last.fm/music/New+Artist+Spotlight,,
The Artistics,9b560b25-bc89-4394-b703-0ac3cd814bed,https://www.last.fm/music/The+Artistics,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
TT The Artist,,https://www.last.fm/music/TT+The+Artist,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Anonymous Artists,be4f2b96-9cac-43a8-8d8e-e9f81cce9c63,https://www.last.fm/music/Anonymous+Artists,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Prophet the Artist,,https://www.last.fm/music/Prophet+the+Artist,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artiest onbekend,,https://www.last.fm/music/Artiest+onbekend,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
<Artiste inconnu>,,https://www.last.fm/music/%3CArtiste+inconnu%3E,,
Henrik the Artist,,https://www.last.fm/music/Henrik+the+Artist,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artista,,https://www.last.fm/music/Artista,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
Artist Unknown,eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8,https://www.last.fm/music/Artist+Unknown,https://lastfm.freetls.fastly.net/i/u/34s/2a96cbd8b46e442fc41c2b86b821562f.png,https://lastfm.freetls.fastly.net/i/u/174s/2a96cbd8b46e442fc41c2b86b821562f.png
